,BZCAT5 Source name,RA (J2000.0),Dec (J2000.0)
2643,5BZUJ1618+2159,16 18 47.93,+21 59 25.51
2644,5BZQJ1619+3030,16 19 02.5,+30 30 51.58
2645,5BZQJ1619+0613,16 19 03.69,+06 13 02.2
2646,5BZQJ1619+2247,16 19 14.82,+22 47 47.9
2647,5BZQJ1619+5256,16 19 42.38,+52 56 13.41
2648,5BZQJ1620+3515,16 20 04.73,+35 15 54.5
2649,5BZQJ1620+4901,16 20 31.22,+49 01 53.29
2650,5BZBJ1621-0031,16 21 15.22,-00 31 40.4
2651,5BZQJ1622+4006,16 22 29.33,+40 06 43.7
2652,5BZBJ1622+4401,16 22 59.26,+44 01 42.88
2653,5BZQJ1623+6624,16 23 04.51,+66 24 01.11
2654,5BZQJ1623+3909,16 23 07.61,+39 09 32.39
2655,5BZQJ1623+3559,16 23 30.53,+35 59 33.21
2656,5BZBJ1623+2841,16 23 32.29,+28 41 28.78
2657,5BZBJ1623+4545,16 23 40.39,+45 45 19.51
2658,5BZQJ1623+0741,16 23 58.25,+07 41 30.51
2659,5BZQJ1624-6809,16 24 18.43,-68 09 12.49
2660,5BZQJ1624+3538,16 24 19.96,+35 38 45.31
2661,5BZQJ1624+3924,16 24 22.0,+39 24 40.89
2662,5BZQJ1624+5741,16 24 24.8,+57 41 16.29
2663,5BZBJ1624+5652,16 24 32.17,+56 52 27.98
2664,5BZQJ1624-0649,16 24 32.93,-06 49 49.58
2665,5BZGJ1624+3726,16 24 43.37,+37 26 42.39
2666,5BZUJ1625-2527,16 25 46.88,-25 27 38.3
2667,5BZQJ1625+4347,16 25 53.31,+43 47 13.81
2668,5BZQJ1625+4134,16 25 57.66,+41 34 40.58
2669,5BZUJ1626-2951,16 26 06.01,-29 51 27.0
2670,5BZBJ1626+3513,16 26 25.85,+35 13 41.48
2671,5BZUJ1626-7638,16 26 38.15,-76 38 55.5
2672,5BZBJ1627+3149,16 27 12.97,+31 49 55.99
2673,5BZGJ1628+2527,16 28 39.02,+25 27 55.9
2674,5BZQJ1628-1415,16 28 46.62,-14 15 41.9
2675,5BZQJ1629+4007,16 29 01.31,+40 07 59.91
2676,5BZQJ1630+0701,16 30 41.81,+07 01 09.08
2677,5BZBJ1630+5221,16 30 43.13,+52 21 38.59
2678,5BZQJ1631+4927,16 31 16.54,+49 27 39.49
2679,5BZBJ1631+4217,16 31 24.7,+42 17 02.39
2680,5BZQJ1631+5028,16 31 31.78,+50 28 22.51
2681,5BZBJ1632+1758,16 32 14.52,+17 58 49.58
2682,5BZUJ1632+8232,16 32 31.97,+82 32 16.4
2683,5BZQJ1632-0033,16 32 57.67,-00 33 21.09
2684,5BZUJ1633+2112,16 33 19.74,+21 12 52.41
2685,5BZQJ1634-7310,16 34 58.56,-73 10 34.39
2686,5BZQJ1635+3808,16 35 15.48,+38 08 04.48
2687,5BZQJ1636+4715,16 36 24.31,+47 15 35.89
2688,5BZQJ1636+2112,16 36 38.17,+21 12 55.58
2689,5BZBJ1636-1248,16 36 58.43,-12 48 36.5
2690,5BZBJ1637+4326,16 37 09.51,+43 26 00.38
2691,5BZBJ1637+1314,16 37 16.73,+13 14 38.79
2692,5BZGJ1637+4547,16 37 26.65,+45 47 48.98
2693,5BZQJ1637+4717,16 37 45.12,+47 17 33.79
2694,5BZBJ1638+7326,16 38 01.66,+73 26 15.79
2695,5BZQJ1638+5720,16 38 13.45,+57 20 24.0
2696,5BZQJ1638-0340,16 38 19.25,-03 40 05.08
2697,5BZQJ1639+5357,16 39 39.84,+53 57 47.08
2698,5BZQJ1639+4705,16 39 55.97,+47 05 23.6
2699,5BZQJ1640+3946,16 40 29.63,+39 46 45.98
2700,5BZQJ1641+2257,16 41 25.22,+22 57 03.99
2701,5BZBJ1642-0621,16 42 02.17,-06 21 23.68
2702,5BZQJ1642+6856,16 42 07.85,+68 56 39.8
2703,5BZBJ1642+2211,16 42 20.32,+22 11 43.4
2704,5BZQJ1642+2523,16 42 40.4,+25 23 07.69
2705,5BZBJ1642-8108,16 42 57.35,-81 08 35.08
2706,5BZQJ1642+3948,16 42 58.8,+39 48 37.0
2707,5BZBJ1643+3221,16 43 01.06,+32 21 03.99
2708,5BZGJ1643+2131,16 43 19.27,+21 31 05.98
2709,5BZGJ1643-0646,16 43 28.91,-06 46 19.7
2710,5BZGJ1644+4546,16 44 19.97,+45 46 44.4
2711,5BZQJ1644-1804,16 44 35.75,-18 04 32.48
2712,5BZQJ1644+2619,16 44 42.53,+26 19 13.18
2713,5BZQJ1645+6330,16 45 58.55,+63 30 10.9
2714,5BZQJ1646+4059,16 46 56.86,+40 59 17.19
2715,5BZGJ1647+2909,16 47 26.88,+29 09 49.71
2716,5BZUJ1647+4950,16 47 34.91,+49 50 00.6
2717,5BZQJ1648+4104,16 48 29.26,+41 04 05.59
2718,5BZBJ1649+5235,16 49 24.98,+52 35 14.99
2719,5BZQJ1650+4140,16 50 05.47,+41 40 32.41
2720,5BZUJ1650-5044,16 50 16.62,-50 44 48.19
2721,5BZQJ1650+0824,16 50 37.56,+08 24 52.2
2722,5BZBJ1651+0129,16 51 03.65,+01 29 23.49
2723,5BZBJ1651+4212,16 51 09.19,+42 12 53.38
2724,5BZQJ1651+4002,16 51 37.52,+40 02 18.99
2725,5BZBJ1651+7218,16 51 39.96,+72 18 24.91
2726,5BZQJ1652+6232,16 52 01.51,+62 32 09.09
2727,5BZUJ1652+4932,16 52 21.11,+49 32 53.01
2728,5BZBJ1652+3632,16 52 48.45,+36 32 12.58
2729,5BZBJ1652+4023,16 52 49.92,+40 23 09.88
2730,5BZQJ1652+3902,16 52 58.5,+39 02 49.81
2731,5BZQJ1653+3107,16 53 29.9,+31 07 56.89
2732,5BZBJ1653+3945,16 53 52.21,+39 45 36.61
2733,5BZBJ1655+3244,16 55 42.82,+32 44 20.18
2734,5BZBJ1655+3723,16 55 52.22,+37 23 21.91
2735,5BZQJ1656-3302,16 56 16.85,-33 02 11.11
2736,5BZQJ1656+1826,16 56 34.08,+18 26 26.41
2737,5BZQJ1656+5321,16 56 39.61,+53 21 48.81
2738,5BZQJ1656+6012,16 56 48.24,+60 12 16.41
2739,5BZUJ1656-0206,16 56 56.11,-02 06 49.5
2740,5BZQJ1657+5705,16 57 20.7,+57 05 53.48
2741,5BZUJ1657+4808,16 57 46.87,+48 08 33.1
2742,5BZBJ1657+6436,16 57 58.97,+64 36 41.61
2743,5BZQJ1658+3443,16 58 01.42,+34 43 28.41
2744,5BZQJ1658+3605,16 58 02.62,+36 05 04.09
2745,5BZQJ1658+4737,16 58 02.77,+47 37 49.18
2746,5BZBJ1658+6150,16 58 08.34,+61 50 02.0
2747,5BZQJ1658+0741,16 58 09.0,+07 41 27.49
2748,5BZQJ1658+0515,16 58 33.45,+05 15 16.41
2749,5BZQJ1658-0739,16 58 44.05,-07 39 17.71
2750,5BZQJ1659+3735,16 59 31.92,+37 35 29.0
2751,5BZQJ1659+0213,16 59 45.0,+02 13 06.99
2752,5BZQJ1700+6830,17 00 09.29,+68 30 06.98
2753,5BZBJ1701+3954a,17 01 08.88,+39 54 42.08
2754,5BZQJ1701+3533,17 01 12.37,+35 33 53.49
2755,5BZBJ1701+3954b,17 01 24.62,+39 54 37.11
2756,5BZBJ1702+2643,17 02 09.64,+26 43 14.69
2757,5BZQJ1702+3157,17 02 32.63,+31 57 52.2
2758,5BZBJ1702+3115,17 02 38.54,+31 15 43.48
2759,5BZQJ1703-6212,17 03 36.54,-62 12 39.99
2760,5BZQJ1704+0134,17 04 07.49,+01 34 08.4
2761,5BZBJ1704+7138,17 04 46.97,+71 38 17.59
2762,5BZBJ1705+6042,17 05 34.81,+60 42 15.8
2763,5BZUJ1706+3214,17 06 48.06,+32 14 22.7
2764,5BZQJ1707+4536,17 07 17.76,+45 36 10.51
2765,5BZQJ1707+1122,17 07 32.46,+11 22 00.69
2766,5BZQJ1707+0148,17 07 34.42,+01 48 45.68
2767,5BZQJ1707+1331,17 07 45.64,+13 31 05.19
2768,5BZQJ1708+0035,17 08 44.64,+00 35 09.49
2769,5BZQJ1709+4318,17 09 41.09,+43 18 44.49
2770,5BZQJ1710-0355,17 10 17.21,-03 55 50.08
2771,5BZBJ1712+2931,17 12 48.71,+29 31 17.5
2772,5BZQJ1713+4916,17 13 35.15,+49 16 32.48
2773,5BZBJ1714+5601,17 14 27.41,+56 01 55.99
2774,5BZBJ1714+3036,17 14 45.54,+30 36 28.0
2775,5BZBJ1715+2929,17 15 01.36,+29 29 12.3
2776,5BZQJ1715+3619,17 15 08.36,+36 19 50.08
2777,5BZGJ1715+5724,17 15 22.98,+57 24 40.28
2778,5BZQJ1715+6323,17 15 35.95,+63 23 36.09
2779,5BZQJ1716+2152,17 16 11.18,+21 52 13.69
2780,5BZQJ1716+6836,17 16 13.93,+68 36 38.69
2781,5BZQJ1716-0452,17 16 26.48,-04 52 11.89
2782,5BZGJ1717+2931,17 17 06.89,+29 31 21.1
2783,5BZQJ1717+2621,17 17 15.17,+26 21 48.88
2784,5BZGJ1717+4227,17 17 19.21,+42 27 00.0
2785,5BZQJ1717-5155,17 17 34.65,-51 55 32.01
2786,5BZBJ1717-3342,17 17 36.02,-33 42 08.78
2787,5BZGJ1718+4228,17 18 15.19,+42 28 19.2
2788,5BZBJ1719+5524,17 19 02.34,+55 24 06.4
2789,5BZBJ1719+1745,17 19 13.05,+17 45 06.4
2790,5BZGJ1719+4858,17 19 14.45,+48 58 49.51
2791,5BZQJ1719+4804,17 19 38.2,+48 04 12.0
2792,5BZBJ1719+7443,17 19 40.99,+74 43 00.01
2793,5BZQJ1719+0817,17 19 52.2,+08 17 03.58
2794,5BZQJ1721+3542,17 21 09.48,+35 42 16.09
2795,5BZBJ1721+6004,17 21 16.59,+60 04 06.38
2796,5BZQJ1722+5856,17 22 36.72,+58 56 22.3
2797,5BZQJ1722+6105,17 22 40.06,+61 05 59.71
2798,5BZQJ1722+2815,17 22 42.16,+28 15 00.1
2799,5BZQJ1722+1013,17 22 44.57,+10 13 35.79
2800,5BZQJ1722+5611,17 22 58.01,+56 11 22.3
2801,5BZQJ1723+6547,17 23 14.14,+65 47 46.1
2802,5BZQJ1724+4004,17 24 05.42,+40 04 36.51
2803,5BZQJ1724+3303,17 24 14.2,+33 03 03.88
2804,5BZBJ1725+1152,17 25 04.36,+11 52 15.2
2805,5BZBJ1725+5851,17 25 35.0,+58 51 39.81
2806,5BZQJ1726+3213,17 26 35.11,+32 13 23.01
2807,5BZBJ1726+5955,17 26 40.4,+59 55 49.29
2808,5BZGJ1727+5510,17 27 23.46,+55 10 53.5
2809,5BZQJ1727+4530,17 27 27.65,+45 30 39.7
2810,5BZQJ1728+1215,17 28 07.05,+12 15 39.49
2811,5BZBJ1728+5013,17 28 18.61,+50 13 10.48
2812,5BZQJ1728+0427,17 28 24.95,+04 27 04.89
2813,5BZQJ1728+3838,17 28 59.14,+38 38 26.41
2814,5BZBJ1729+5255,17 29 18.76,+52 55 59.3
2815,5BZQJ1730+0024,17 30 34.99,+00 24 38.69
2816,5BZGJ1730+3714,17 30 47.04,+37 14 55.21
2817,5BZUJ1731-3003,17 31 46.86,-30 03 08.89
2818,5BZQJ1732-7200,17 32 11.43,-72 00 40.1
2819,5BZQJ1732-5553,17 32 28.25,-55 53 51.39
2820,5BZQJ1733-1304,17 33 02.7,-13 04 49.51
2821,5BZGJ1733+4519,17 33 28.82,+45 19 50.98
2822,5BZQJ1733-7935,17 33 40.69,-79 35 55.71
2823,5BZQJ1734+3857,17 34 20.58,+38 57 51.4
2824,5BZUJ1734+0926,17 34 58.37,+09 26 58.3
2825,5BZBJ1735+5650,17 35 10.81,+56 50 22.7
2826,5BZQJ1735+3616,17 35 48.09,+36 16 45.58
2827,5BZBJ1736+2033,17 36 05.25,+20 33 01.11
2828,5BZQJ1736+0631,17 36 28.57,+06 31 47.49
2829,5BZQJ1737+0621,17 37 13.73,+06 21 03.59
2830,5BZBJ1737+5702,17 37 19.13,+57 02 16.4
2831,5BZQJ1738-5334,17 38 38.8,-53 34 09.98
2832,5BZQJ1738+3224,17 38 40.49,+32 24 09.0
2833,5BZQJ1739+4955,17 39 27.38,+49 55 03.39
2834,5BZQJ1739+3358,17 39 35.35,+33 58 08.18
2835,5BZBJ1739+4737,17 39 57.12,+47 37 58.4
2836,5BZQJ1740+4506,17 40 06.36,+45 06 50.39
2837,5BZQJ1740+5211,17 40 36.97,+52 11 43.4
2838,5BZQJ1740+4348,17 40 48.95,+43 48 16.19
2839,5BZBJ1741+7224,17 41 22.88,+72 24 51.91
2840,5BZBJ1742+5945,17 42 31.99,+59 45 06.8
2841,5BZQJ1743+3747,17 43 47.64,+37 47 53.8
2842,5BZGJ1743+1935,17 43 57.83,+19 35 08.98
2843,5BZQJ1743-0350,17 43 58.86,-03 50 04.59
2844,5BZBJ1744-0518,17 44 20.89,-05 18 40.78
2845,5BZQJ1745+2252,17 45 04.67,+22 52 48.1
2846,5BZBJ1745-0753,17 45 27.1,-07 53 03.91
2847,5BZQJ1745+1720,17 45 35.21,+17 20 01.39
2848,5BZGJ1745+3951,17 45 37.57,+39 51 30.99
2849,5BZBJ1746+5028,17 46 32.36,+50 28 10.7
2850,5BZBJ1747+4937,17 47 02.59,+49 37 59.01
2851,5BZBJ1747+4658,17 47 26.64,+46 58 50.91
2852,5BZQJ1747+2324,17 47 50.06,+23 24 38.7
2853,5BZQJ1748+3404,17 48 05.82,+34 04 01.2
2854,5BZBJ1748+7005,17 48 32.83,+70 05 50.78
2855,5BZBJ1749+4321,17 49 00.36,+43 21 51.29
2856,5BZQJ1749-6258,17 49 25.7,-62 58 18.91
2857,5BZGJ1750+4700,17 50 05.01,+47 00 43.41
2858,5BZBJ1751+0939,17 51 32.82,+09 39 00.68
2859,5BZQJ1752+1734,17 52 46.0,+17 34 20.38
2860,5BZQJ1753+4409,17 53 22.64,+44 09 45.68
2861,5BZQJ1753+2848,17 53 42.47,+28 48 04.89
2862,5BZBJ1754+3212,17 54 11.81,+32 12 23.18
2863,5BZBJ1754-6423,17 54 42.0,-64 23 45.81
2864,5BZGJ1755+6236,17 55 48.43,+62 36 44.1
2865,5BZQJ1756+5748,17 56 03.63,+57 48 47.98
2866,5BZBJ1756+5522,17 56 15.89,+55 22 18.08
2867,5BZQJ1756+1553,17 56 33.72,+15 53 43.8
2868,5BZBJ1757+7033,17 57 13.24,+70 33 37.4
2869,5BZGJ1757+5523,17 57 28.26,+55 23 12.08
2870,5BZQJ1759+2343,17 59 00.36,+23 43 46.99
2871,5BZBJ1759+7037,17 59 49.01,+70 37 21.28
2872,5BZQJ1800+3848,18 00 24.77,+38 48 30.7
2873,5BZBJ1800+6126,18 00 25.15,+61 26 13.48
2874,5BZBJ1800+7828,18 00 45.67,+78 28 04.0
2875,5BZQJ1801+4404,18 01 32.31,+44 04 21.89
2876,5BZQJ1802-4925,18 02 09.84,-49 25 11.2
2877,5BZGJ1802+4819,18 02 31.53,+48 19 41.01
2878,5BZQJ1802-3940,18 02 42.67,-39 40 07.89
2879,5BZQJ1803-6507,18 03 23.5,-65 07 36.8
2880,5BZQJ1803+0934,18 03 33.65,+09 34 25.89
2881,5BZBJ1803+6548,18 03 54.31,+65 48 25.09
2882,5BZQJ1803+0341,18 03 56.28,+03 41 07.58
2883,5BZGJ1804+0042,18 04 08.87,+00 42 22.1
2884,5BZQJ1804+0101,18 04 15.97,+01 01 32.41
2885,5BZUJ1804+1755,18 04 42.54,+17 55 58.9
2886,5BZBJ1806+6949,18 06 50.68,+69 49 28.09
2887,5BZQJ1807+2204,18 07 38.81,+22 04 56.38
2888,5BZQJ1807-6413,18 07 54.02,-64 13 50.08
2889,5BZBJ1808+4649,18 08 01.19,+46 49 41.01
2890,5BZQJ1808-5011,18 08 13.82,-50 11 53.3
2891,5BZQJ1808+4542,18 08 21.89,+45 42 20.91
2892,5BZBJ1809+2041,18 09 25.42,+20 41 31.09
2893,5BZQJ1809+1849,18 09 45.33,+18 49 02.99
2894,5BZBJ1809+2910,18 09 45.38,+29 10 19.88
2895,5BZUJ1809-4552,18 09 57.86,-45 52 41.01
2896,5BZBJ1810+1608,18 10 50.17,+16 08 20.79
2897,5BZBJ1811+0341,18 11 18.03,+03 41 13.81
2898,5BZBJ1811+1704,18 11 43.18,+17 04 57.28
2899,5BZBJ1811+4416,18 11 53.49,+44 16 27.69
2900,5BZQJ1813+4304,18 13 14.69,+43 04 15.7
2901,5BZBJ1813+0615,18 13 33.41,+06 15 42.01
2902,5BZBJ1813+3144,18 13 35.2,+31 44 17.7
2903,5BZQJ1813+2952,18 13 37.26,+29 52 37.88
2904,5BZQJ1814+4113,18 14 22.7,+41 13 05.59
2905,5BZQJ1815+1623,18 15 14.85,+16 23 45.88
2906,5BZQJ1815-7001,18 15 51.78,-70 01 39.0
2907,5BZQJ1818+5017,18 18 30.52,+50 17 19.71
2908,5BZQJ1818+0903,18 18 40.06,+09 03 46.18
2909,5BZUJ1819-6345,18 19 34.99,-63 45 48.2
2910,5BZUJ1819-5521,18 19 45.4,-55 21 20.7
2911,5BZGJ1823+7938,18 23 14.1,+79 38 48.98
2912,5BZBJ1823+6857,18 23 32.84,+68 57 52.59
2913,5BZUJ1823-3454,18 23 38.58,-34 54 11.98
2914,5BZQJ1824+1044,18 24 02.86,+10 44 23.78
2915,5BZBJ1824+5651,18 24 07.07,+56 51 01.51
2916,5BZQJ1826-3650,18 26 08.13,-36 50 49.7
2917,5BZQJ1826+0149,18 26 25.06,+01 49 40.11
2918,5BZQJ1826+3431,18 26 59.98,+34 31 14.08
2919,5BZQJ1827-4533,18 27 10.24,-45 33 10.0
2920,5BZQJ1829-5813,18 29 12.4,-58 13 54.98
2921,5BZUJ1829+2729,18 29 13.96,+27 29 02.79
2922,5BZBJ1829+5402,18 29 24.29,+54 02 59.78
2923,5BZUJ1829+4844,18 29 31.78,+48 44 46.21
2924,5BZBJ1830+1324,18 30 00.76,+13 24 14.29
2925,5BZQJ1830+0619,18 30 05.93,+06 19 15.99
2926,5BZQJ1831-4805,18 31 41.44,-48 05 21.01
2927,5BZBJ1832-5659,18 32 30.97,-56 59 20.68
2928,5BZQJ1832+1357,18 32 43.21,+13 57 47.41
2929,5BZQJ1833-2103,18 33 39.93,-21 03 39.7
2930,5BZBJ1834-5948,18 34 15.41,-59 48 47.3
2931,5BZBJ1834-5856,18 34 27.47,-58 56 36.31
2932,5BZQJ1835+6119,18 35 19.67,+61 19 40.0
2933,5BZQJ1835+2506,18 35 58.38,+25 06 45.39
2934,5BZBJ1836+3136,18 36 21.24,+31 36 26.78
2935,5BZQJ1837-7108,18 37 28.7,-71 08 43.58
2936,5BZQJ1837-5848,18 37 53.8,-58 48 09.0
2937,5BZQJ1838-3427,18 38 28.49,-34 27 41.79
2938,5BZBJ1838+4802,18 38 49.16,+48 02 34.4
2939,5BZGJ1838+5735,18 38 58.56,+57 35 39.4
2940,5BZQJ1840+2457,18 40 03.42,+24 57 41.61
2941,5BZGJ1840-7709,18 40 38.59,-77 09 28.69
2942,5BZQJ1840+3900,18 40 57.15,+39 00 45.68
2943,5BZBJ1840+5452,18 40 57.37,+54 52 15.88
2944,5BZBJ1841+5906,18 41 20.3,+59 06 08.2
2945,5BZBJ1841+3218,18 41 47.04,+32 18 39.2
2946,5BZQJ1842+6809,18 42 33.64,+68 09 25.19
2947,5BZBJ1843-7430,18 43 40.21,-74 30 24.19
2948,5BZBJ1844+5709,18 44 50.95,+57 09 38.59
2949,5BZQJ1846+3747,18 46 31.91,+37 47 17.3
2950,5BZQJ1848+3219,18 48 22.08,+32 19 02.6
2951,5BZBJ1848+6537,18 48 22.66,+65 37 02.31
2952,5BZBJ1848+4245,18 48 47.14,+42 45 39.38
2953,5BZQJ1849+6705,18 49 16.07,+67 05 41.71
2954,5BZQJ1849+3024,18 49 20.1,+30 24 14.18
2955,5BZBJ1849-4314,18 49 25.92,-43 14 13.09
2956,5BZBJ1849+2748,18 49 31.74,+27 48 00.79
2957,5BZQJ1850+2825,18 50 27.59,+28 25 13.18
2958,5BZQJ1852+4855,18 52 28.55,+48 55 47.49
2959,5BZQJ1852+4019,18 52 30.36,+40 19 06.6
2960,5BZBJ1853+6713,18 53 52.06,+67 13 55.09
2961,5BZQJ1854+7351,18 54 57.29,+73 51 19.9
2962,5BZQJ1855+3742,18 55 27.71,+37 42 56.98
2963,5BZQJ1857-5325,18 57 00.44,-53 25 00.4
2964,5BZBJ1901-2112,19 01 04.44,-21 12 01.18
2965,5BZQJ1901-7429,19 01 05.13,-74 29 25.29
2966,5BZQJ1902+3159,19 02 55.93,+31 59 41.71
2967,5BZQJ1903-6749,19 03 01.23,-67 49 35.9
2968,5BZBJ1903+5540,19 03 11.6,+55 40 38.49
2969,5BZQJ1909+4834,19 09 46.56,+48 34 31.79
2970,5BZQJ1911-2006,19 11 09.65,-20 06 55.11
2971,5BZQJ1911-2102,19 11 53.93,-21 02 43.8
2972,5BZUJ1911+1611,19 11 58.26,+16 11 46.89
2973,5BZQJ1912+3740,19 12 25.12,+37 40 36.58
2974,5BZQJ1912-8010,19 12 40.01,-80 10 05.91
2975,5BZQJ1913-4503,19 13 46.55,-45 03 11.59
2976,5BZQJ1914-4631,19 14 13.8,-46 31 31.9
2977,5BZUJ1915+6548,19 15 23.81,+65 48 46.4
2978,5BZQJ1915-2347,19 15 44.76,-23 47 03.01
2979,5BZQJ1916-7946,19 16 44.33,-79 46 21.9
2980,5BZBJ1917-1921,19 17 44.82,-19 21 31.6
2981,5BZQJ1918+5520,19 18 10.74,+55 20 38.61
2982,5BZBJ1918-4111,19 18 16.04,-41 11 30.8
2983,5BZQJ1918+4937,19 18 45.58,+49 37 55.99
2984,5BZQJ1919-4543,19 19 16.68,-45 43 38.6
2985,5BZQJ1920-2351,19 20 48.43,-23 51 33.08
2986,5BZBJ1921-1231,19 21 23.92,-12 31 54.4
2987,5BZBJ1921-1607,19 21 51.54,-16 07 13.18
2988,5BZQJ1923-8007,19 23 05.78,-80 07 28.81
2989,5BZQJ1923-2104,19 23 32.18,-21 04 33.31
2990,5BZQJ1924-2914,19 24 51.06,-29 14 30.08
2991,5BZBJ1925-1018,19 25 03.21,-10 18 12.59
2992,5BZQJ1925-3401,19 25 16.99,-34 01 01.2
2993,5BZBJ1925-5935,19 25 24.35,-59 35 32.31
2994,5BZBJ1925-2219,19 25 39.78,-22 19 35.11
2995,5BZBJ1925+2106,19 25 59.61,+21 06 26.2
2996,5BZBJ1926+6154,19 26 49.88,+61 54 42.4
2997,5BZBJ1927+6117,19 27 30.43,+61 17 32.89
2998,5BZQJ1927+7358,19 27 48.49,+73 58 01.59
2999,5BZUJ1928-0456,19 28 22.48,-04 56 26.19
3000,5BZQJ1930-6056,19 30 06.16,-60 56 09.2
3001,5BZBJ1931+0937,19 31 09.6,+09 37 17.5
3002,5BZQJ1932-4536,19 32 44.88,-45 36 37.9
3003,5BZUJ1933+0726,19 33 20.29,+07 26 21.8
3004,5BZQJ1933-6942,19 33 31.15,-69 42 58.89
3005,5BZQJ1933+6540,19 33 57.34,+65 40 16.89
3006,5BZQJ1934+6138,19 34 40.68,+61 38 41.6
3007,5BZQJ1934-2416,19 34 52.85,-24 16 24.38
3008,5BZQJ1935-1602,19 35 35.8,-16 02 32.38
3009,5BZQJ1936+7131,19 36 03.55,+71 31 31.79
3010,5BZQJ1936-0402,19 36 53.74,-04 02 45.49
3011,5BZBJ1936-4719,19 36 56.1,-47 19 50.01
3012,5BZUJ1937-3958,19 37 16.21,-39 58 01.59
3013,5BZQJ1938-1749,19 38 04.96,-17 49 20.38
3014,5BZQJ1938-4657,19 38 26.34,-46 57 25.48
3015,5BZQJ1939-1525,19 39 26.65,-15 25 43.1
3016,5BZQJ1939-1002,19 39 57.25,-10 02 41.49
3017,5BZQJ1941-0211,19 41 18.94,-02 11 45.09
3018,5BZUJ1941-6211,19 41 21.77,-62 11 21.08
3019,5BZQJ1942-7015,19 42 45.41,-70 15 44.38
3020,5BZBJ1942+1033,19 42 47.47,+10 33 26.99
3021,5BZGJ1945-5520,19 45 24.95,-55 20 48.98
3022,5BZQJ1945-3048,19 45 57.54,-30 48 49.28
3023,5BZBJ1945-3111,19 45 59.4,-31 11 39.3
3024,5BZQJ1949+5041,19 49 43.85,+50 41 29.61
3025,5BZQJ1949-1957,19 49 53.41,-19 57 13.28
3026,5BZQJ1951+5727,19 51 06.97,+57 27 17.2
3027,5BZQJ1951+0134,19 51 36.01,+01 34 42.7
3028,5BZQJ1951-0509,19 51 47.46,-05 09 43.99
3029,5BZBJ1954-1123,19 54 41.15,-11 23 22.59
3030,5BZQJ1955+1358,19 55 11.57,+13 58 16.28
3031,5BZQJ1955+5131,19 55 42.73,+51 31 48.5
3032,5BZQJ1956-3225,19 56 59.45,-32 25 45.98
3033,5BZQJ1957-3845,19 57 59.82,-38 45 06.4
3034,5BZGJ1958-3011,19 58 14.9,-30 11 11.68
3035,5BZQJ1959-4246,19 59 13.38,-42 46 07.78
3036,5BZBJ1959+6508,19 59 59.86,+65 08 54.7
3037,5BZQJ2000-1325,20 00 42.15,-13 25 33.49
3038,5BZQJ2000-1748,20 00 57.09,-17 48 57.7
3039,5BZBJ2001+4352,20 01 12.86,+43 52 52.78
3040,5BZBJ2001+7040,20 01 33.95,+70 40 25.39
3041,5BZQJ2003-3251,20 03 24.11,-32 51 45.1
3042,5BZGJ2003-0856,20 03 54.43,-08 56 42.89
3043,5BZQJ2004-6347,20 04 29.47,-63 47 23.31
3044,5BZBJ2005+7004,20 05 06.3,+70 04 40.69
3045,5BZQJ2005-1822,20 05 17.28,-18 22 03.28
3046,5BZBJ2005+7752,20 05 31.0,+77 52 43.21
3047,5BZQJ2005-2310,20 05 56.59,-23 10 27.01
3048,5BZQJ2006+6424,20 06 17.69,+64 24 45.39
3049,5BZQJ2007+0636,20 07 11.92,+06 36 44.6
3050,5BZQJ2007+6607,20 07 28.77,+66 07 22.51
3051,5BZQJ2007+4029,20 07 44.93,+40 29 48.58
3052,5BZQJ2007-4434,20 07 55.18,-44 34 44.29
3053,5BZUJ2008-0418,20 08 24.42,-04 18 29.3
3054,5BZBJ2009-4849,20 09 25.38,-48 49 53.68
3055,5BZBJ2009+7229,20 09 52.3,+72 29 19.39
3056,5BZQJ2009+0727,20 09 55.5,+07 27 13.71
3057,5BZQJ2010-2523,20 10 19.75,-25 23 59.31
3058,5BZQJ2010+6116,20 10 49.29,+61 16 15.2
3059,5BZQJ2011-1546,20 11 15.71,-15 46 40.29
3060,5BZBJ2012+4628,20 12 05.64,+46 28 55.81
3061,5BZBJ2014-0047,20 14 28.63,-00 47 22.81
3062,5BZBJ2014+0648,20 14 31.07,+06 48 52.3
3063,5BZQJ2015-1252,20 15 13.69,-12 52 56.89
3064,5BZBJ2015-0137,20 15 15.16,-01 37 32.59
3065,5BZUJ2015+3710,20 15 28.73,+37 10 59.48
3066,5BZQJ2015+6554,20 15 55.37,+65 54 52.7
3067,5BZBJ2016-0903,20 16 24.03,-09 03 33.4
3068,5BZQJ2017+7440,20 17 13.08,+74 40 48.0
3069,5BZQJ2017+0603,20 17 13.4,+06 03 07.19
3070,5BZBJ2017-3753,20 17 28.69,-37 53 45.99
3071,5BZQJ2018-1109,20 18 28.01,-11 09 55.51
3072,5BZQJ2018-0509,20 18 57.76,-05 09 29.41
3073,5BZQJ2019-5201,20 19 04.38,-52 01 39.5
3074,5BZQJ2020+6747,20 20 18.9,+67 47 06.39
3075,5BZQJ2022+6136,20 22 06.67,+61 36 58.78
3076,5BZBJ2022-4513,20 22 26.2,-45 13 31.0
3077,5BZBJ2022+7611,20 22 35.58,+76 11 26.19
3078,5BZUJ2023-1139,20 23 36.66,-11 39 57.88
